imdbID,Title,Year,Runtime,Genre,Awards,BoxOffice,Ratings,Language,Director,Actors
tt10696784,The Harder They Fall,2021,139 min,"Action, Drama, Western",Won 1 BAFTA Award30 wins & 86 nominations total,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '88%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",English,Jeymes Samuel,"Jonathan Majors, Zazie Beetz, RJ Cyler"
tt1951265,The Hunger Games: Mockingjay - Part 1,2014,123 min,"Action, Adventure, Sci-Fi",21 wins & 32 nominations,"$337,135,885 ","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",English,Francis Lawrence,"Jennifer Lawrence, Josh Hutcherson, Liam Hemsworth"
tt3371366,Transformers: The Last Knight,2017,154 min,"Action, Adventure, Sci-Fi",3 wins & 20 nominations,"$130,168,683 ","[{'Source': 'Internet Movie Database', 'Value': '5.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '16%'}, {'Source': 'Metacritic', 'Value': '27/100'}]",English,Michael Bay,"Mark Wahlberg, Anthony Hopkins, Josh Duhamel"
tt7605074,The Wandering Earth,2019,125 min,"Action, Adventure, Sci-Fi",36 wins & 36 nominations,"$5,971,413 ","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","Mandarin, English, Russian, French, Japanese, Korean, Indonesian, Hindi, German",Frant Gwo,"Jing Wu, Man-Tat Ng, Zhi Wang"
tt14948432,Red One,2024,102 min,"Action, Adventure, Comedy",N/A,N/A,[],English,Jake Kasdan,"Dwayne Johnson, Chris Evans, Kiernan Shipka"
tt0087332,Ghostbusters,1984,105 min,"Action, Comedy, Fantasy",Nominated for 2 Oscars. 8 wins & 9 nominations total,"$243,578,797 ","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '71/100'}]",English,Ivan Reitman,"Bill Murray, Dan Aykroyd, Sigourney Weaver"
tt0369610,Jurassic World,2015,124 min,"Action, Adventure, Sci-Fi",15 wins & 58 nominations,"$653,406,625 ","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '71%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",English,Colin Trevorrow,"Chris Pratt, Bryce Dallas Howard, Ty Simpkins"
tt1259528,Den of Thieves,2018,140 min,"Action, Crime, Drama",1 nomination,"$44,947,622 ","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '41%'}, {'Source': 'Metacritic', 'Value': '49/100'}]","English, Polynesian, Spanish",Christian Gudegast,"Gerard Butler, Pablo Schreiber, O'Shea Jackson Jr."
tt0087182,Dune,1984,137 min,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. 2 wins & 6 nominations total,"$30,925,690 ","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '41/100'}]",English,David Lynch,"Kyle MacLachlan, Virginia Madsen, Francesca Annis"
tt0086190,Star Wars: Episode VI - Return of the Jedi,1983,131 min,"Action, Adventure, Fantasy",Nominated for 4 Oscars. 24 wins & 23 nominations total,"$316,566,101 ","[{'Source': 'Internet Movie Database', 'Value': '8.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","English, Kikuyu, Tagalog, Kalmyk-Oirat, Quechua, Polish",Richard Marquand,"Mark Hamill, Harrison Ford, Carrie Fisher"
tt4630562,The Fate of the Furious,2017,136 min,"Action, Crime, Thriller",2 wins & 16 nominations,"$226,008,385 ","[{'Source': 'Internet Movie Database', 'Value': '6.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","English, Russian, Spanish",F. Gary Gray,"Vin Diesel, Jason Statham, Dwayne Johnson"
tt2395427,Avengers: Age of Ultron,2015,141 min,"Action, Adventure, Sci-Fi",8 wins & 52 nominations,"$459,005,868 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","English, Korean",Joss Whedon,"Robert Downey Jr., Chris Evans, Mark Ruffalo"
tt0800369,Thor,2011,115 min,"Action, Fantasy",5 wins & 30 nominations,"$181,030,624 ","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '57/100'}]",English,Kenneth Branagh,"Chris Hemsworth, Anthony Hopkins, Natalie Portman"
tt0265086,Black Hawk Down,2001,144 min,"Action, Drama, History",Won 2 Oscars. 11 wins & 37 nominations total,"$108,638,745 ","[{'Source': 'Internet Movie Database', 'Value': '7.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '74/100'}]","English, Somali, Arabic",Ridley Scott,"Josh Hartnett, Ewan McGregor, Tom Sizemore"
tt0120201,Starship Troopers,1997,129 min,"Action, Adventure, Sci-Fi",Nominated for 1 Oscar. 3 wins & 16 nominations total,"$54,814,377 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",English,Paul Verhoeven,"Casper Van Dien, Denise Richards, Dina Meyer"
tt0830515,Quantum of Solace,2008,106 min,"Action, Adventure, Mystery",Nominated for 2 BAFTA 4 wins & 32 nominations total,"$168,368,427 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}, {'Source': 'Metacritic', 'Value': '58/100'}]","English, Spanish, Italian, French, Swiss German, German",Marc Forster,"Daniel Craig, Olga Kurylenko, Mathieu Amalric"
tt0120903,X-Men,2000,104 min,"Action, Adventure, Sci-Fi",14 wins & 26 nominations,"$157,299,718 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",English,Bryan Singer,"Patrick Stewart, Hugh Jackman, Ian McKellen"
tt1074638,Skyfall,2012,143 min,"Action, Adventure, Thriller",Won 2 Oscars. 69 wins & 125 nominations total,"$304,360,277 ","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '92%'}, {'Source': 'Metacritic', 'Value': '81/100'}]","English, Turkish, Shanghainese, Portuguese, Japanese",Sam Mendes,"Daniel Craig, Javier Bardem, Naomie Harris"
tt0120347,Tomorrow Never Dies,1997,119 min,"Action, Adventure, Thriller",6 wins & 10 nominations,"$125,304,276 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '57%'}, {'Source': 'Metacritic', 'Value': '52/100'}]","English, German, Danish, Mandarin, Cantonese",Roger Spottiswoode,"Pierce Brosnan, Jonathan Pryce, Michelle Yeoh"
tt6263850,Deadpool 3,2024,127 min,"Action, Comedy, Sci-Fi",N/A,N/A,[],English,Shawn Levy,"Ryan Reynolds, Hugh Jackman, Emma Corrin"
tt0100802,Total Recall,1990,113 min,"Action, Adventure, Sci-Fi",Nominated for 2 Oscars. 7 wins & 16 nominations total,"$119,412,921 ","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '82%'}, {'Source': 'Metacritic', 'Value': '60/100'}]",English,Paul Verhoeven,"Arnold Schwarzenegger, Sharon Stone, Michael Ironside"
tt2334879,White House Down,2013,131 min,"Action, Drama, Thriller",3 wins & 9 nominations,"$73,103,784 ","[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '52/100'}]",English,Roland Emmerich,"Channing Tatum, Jamie Foxx, Maggie Gyllenhaal"
tt1250777,Kick-Ass,2010,117 min,"Action, Comedy, Crime",19 wins & 63 nominations,"$48,071,303 ","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '77%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",English,Matthew Vaughn,"Aaron Taylor-Johnson, Nicolas Cage, Chloë Grace Moretz"
tt0183790,A Knight's Tale,2001,132 min,"Action, Adventure, Romance",4 wins & 13 nominations,"$56,569,702 ","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '59%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","English, French, Latin",Brian Helgeland,"Heath Ledger, Mark Addy, Rufus Sewell"
tt0317705,The Incredibles,2004,115 min,"Animation, Action, Adventure",Won 2 Oscars. 69 wins & 56 nominations total,"$261,441,092 ","[{'Source': 'Internet Movie Database', 'Value': '8.0/10'}, {'Source': 'Metacritic', 'Value': '90/100'}]","English, French, German, Italian, Portuguese, Russian",Brad Bird,"Craig T. Nelson, Samuel L. Jackson, Holly Hunter"
tt0086567,WarGames,1983,114 min,"Action, Drama, Sci-Fi",Nominated for 3 Oscars. 4 wins & 14 nominations total,"$79,567,667 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '77/100'}]",English,John Badham,"Matthew Broderick, Ally Sheedy, John Wood"
tt8106534,6 Underground,2019,128 min,"Action, Thriller",2 wins & 12 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '36%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","English, Turkmen, Cantonese, Italian, Spanish, Ukrainian, French",Michael Bay,"Ryan Reynolds, Mélanie Laurent, Manuel Garcia-Rulfo"
tt2381249,Mission: Impossible - Rogue Nation,2015,131 min,"Action, Adventure, Thriller",6 wins & 26 nominations,"$195,042,377 ","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '75/100'}]","English, Swedish, German, Russian",Christopher McQuarrie,"Tom Cruise, Rebecca Ferguson, Jeremy Renner"
tt7737786,Greenland,2020,119 min,"Action, Thriller",1 win & 2 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '64/100'}]","English, Spanish, Russian",Ric Roman Waugh,"Gerard Butler, Morena Baccarin, Roger Dale Floyd"
tt7713068,Birds of Prey,2020,109 min,"Action, Comedy, Crime",18 wins & 83 nominations,"$84,172,791 ","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","English, Chinese",Cathy Yan,"Margot Robbie, Rosie Perez, Mary Elizabeth Winstead"
tt4139588,Polar,2019,118 min,"Action, Crime, Thriller",1 nomination,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '18%'}, {'Source': 'Metacritic', 'Value': '19/100'}]","English, Russian",Jonas Åkerlund,"Mads Mikkelsen, Vanessa Hudgens, Katheryn Winnick"
tt0120735,"Lock, Stock and Two Smoking Barrels",1998,107 min,"Action, Comedy, Crime",Won 1 BAFTA Award13 wins & 9 nominations total,"$3,753,929 ","[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '75%'}, {'Source': 'Metacritic', 'Value': '66/100'}]",English,Guy Ritchie,"Jason Flemyng, Dexter Fletcher, Nick Moran"
tt8912936,DC League of Super-Pets,2022,105 min,"Animation, Action, Adventure",1 win & 9 nominations,"$93,657,117 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '72%'}, {'Source': 'Metacritic', 'Value': '56/100'}]","English, Spanish","Jared Stern, Sam J. Levine","Dwayne Johnson, Kevin Hart, Kate McKinnon"
tt3498820,Captain America: Civil War,2016,147 min,"Action, Sci-Fi",16 wins & 73 nominations,"$408,084,349 ","[{'Source': 'Internet Movie Database', 'Value': '7.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '75/100'}]","English, German, Xhosa, Russian, Romanian","Anthony Russo, Joe Russo","Chris Evans, Robert Downey Jr., Scarlett Johansson"
tt12412888,Sonic the Hedgehog 2,2022,122 min,"Action, Adventure, Comedy",2 wins & 3 nominations,"$190,872,904 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '69%'}, {'Source': 'Metacritic', 'Value': '47/100'}]","English, Russian, French, Latin, Hawaiian, Greek",Jeff Fowler,"James Marsden, Jim Carrey, Ben Schwartz"
tt1028528,Death Proof,2007,127 min,"Action, Drama, Thriller",8 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '64%'}]",English,Quentin Tarantino,"Kurt Russell, Zoë Bell, Rosario Dawson"
tt0322259,2 Fast 2 Furious,2003,107 min,"Action, Crime, Thriller",4 wins & 13 nominations,"$127,154,901 ","[{'Source': 'Internet Movie Database', 'Value': '5.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '38/100'}]","English, Spanish",John Singleton,"Paul Walker, Tyrese Gibson, Cole Hauser"
tt5700672,Train to Busan,2016,118 min,"Action, Horror, Thriller",36 wins & 42 nominations,"$2,129,768 ","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '95%'}, {'Source': 'Metacritic', 'Value': '73/100'}]","Korean, Hawaiian, English",Yeon Sang-ho,"Gong Yoo, Jung Yu-mi, Ma Dong-seok"
tt0993840,Army of the Dead,2021,148 min,"Action, Crime, Drama",1 win & 4 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '67%'}, {'Source': 'Metacritic', 'Value': '57/100'}]","English, Spanish, German, French, Bable, Polish",Zack Snyder,"Dave Bautista, Ella Purnell, Ana de la Reguera"
tt0363547,Dawn of the Dead,2004,101 min,"Action, Horror",1 win & 17 nominations,"$59,020,957 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '59/100'}]",English,Zack Snyder,"Sarah Polley, Ving Rhames, Mekhi Phifer"
tt0974015,Justice League,2017,120 min,"Action, Adventure, Fantasy",2 wins & 14 nominations,"$229,024,295 ","[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '40%'}, {'Source': 'Metacritic', 'Value': '45/100'}]","English, Irish Gaelic, Russian, Icelandic",Zack Snyder,"Ben Affleck, Gal Gadot, Jason Momoa"
tt1321511,Oldboy,2013,104 min,"Action, Drama, Mystery",4 nominations,"$2,193,658 ","[{'Source': 'Internet Movie Database', 'Value': '5.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '39%'}, {'Source': 'Metacritic', 'Value': '49/100'}]",English,Spike Lee,"Josh Brolin, Elizabeth Olsen, Samuel L. Jackson"
tt6450804,Terminator: Dark Fate,2019,128 min,"Action, Adventure, Sci-Fi",1 win & 12 nominations,"$62,253,077 ","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '70%'}, {'Source': 'Metacritic', 'Value': '54/100'}]","English, Spanish",Tim Miller,"Linda Hamilton, Arnold Schwarzenegger, Mackenzie Davis"
tt0119190,George of the Jungle,1997,92 min,"Action, Adventure, Comedy",1 win & 3 nominations,"$105,263,257 ","[{'Source': 'Internet Movie Database', 'Value': '5.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '53/100'}]","English, Spanish",Sam Weisman,"Brendan Fraser, Leslie Mann, Thomas Haden Church"
tt1291584,Warrior,2011,140 min,"Action, Drama, Sport",Nominated for 1 Oscar. 6 wins & 22 nominations total,"$13,657,115 ","[{'Source': 'Internet Movie Database', 'Value': '8.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '84%'}, {'Source': 'Metacritic', 'Value': '71/100'}]","English, Spanish",Gavin O'Connor,"Tom Hardy, Nick Nolte, Joel Edgerton"
tt14998742,Rebel Moon,2023,133 min,"Action, Adventure, Drama",2 wins & 3 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '5.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '21%'}]",English,Zack Snyder,"Sofia Boutella, Djimon Hounsou, Ed Skrein"
tt0087538,The Karate Kid,1984,126 min,"Action, Drama, Family",Nominated for 1 Oscar. 3 wins & 3 nominations total,"$91,077,276 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '89%'}, {'Source': 'Metacritic', 'Value': '60/100'}]","English, Japanese",John G. Avildsen,"Ralph Macchio, Pat Morita, Elisabeth Shue"
tt8032034,Condor's Nest,2023,102 min,"Action, Drama, Thriller",N/A,N/A,"[{'Source': 'Internet Movie Database', 'Value': '4.3/10'}]",English,Phil Blattenberger,"Michael Ironside, Arnold Vosloo, Jorge Garcia"
tt3758172,Jungle,2017,115 min,"Action, Adventure, Biography",2 wins & 5 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '61%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","Hebrew, English, Spanish, German",Greg McLean,"Daniel Radcliffe, Thomas Kretschmann, Alex Russell"
tt0796366,Star Trek,2009,127 min,"Action, Adventure, Sci-Fi",Won 1 Oscar. 27 wins & 95 nominations total,"$257,730,019 ","[{'Source': 'Internet Movie Database', 'Value': '7.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '94%'}, {'Source': 'Metacritic', 'Value': '82/100'}]",English,J.J. Abrams,"Chris Pine, Zachary Quinto, Simon Pegg"
tt1790809,Pirates of the Caribbean: Dead Men Tell No Tales,2017,129 min,"Action, Adventure, Fantasy",1 win & 14 nominations,"$172,558,876 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '30%'}, {'Source': 'Metacritic', 'Value': '39/100'}]","English, Spanish","Joachim Rønning, Espen Sandberg","Johnny Depp, Geoffrey Rush, Javier Bardem"
tt6343314,Creed II,2018,130 min,"Action, Drama, Sport",1 win & 12 nominations,"$115,715,889 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '83%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","English, Russian, Sign ",Steven Caple Jr.,"Michael B. Jordan, Sylvester Stallone, Tessa Thompson"
tt13314558,Day Shift,2022,113 min,"Action, Comedy, Fantasy",2 wins & 3 nominations,N/A,"[{'Source': 'Internet Movie Database', 'Value': '6.1/10'}, {'Source': 'Rotten Tomatoes', 'Value': '56%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","English, Spanish",J.J. Perry,"Jamie Foxx, Dave Franco, Natasha Liu Bordizzo"
tt21357150,Avengers: The Kang Dynasty,2026,N/A,"Action, Adventure, Sci-Fi",N/A,N/A,[],English,Destin Daniel Cretton,"Jeremy Renner, Anthony Mackie, Tenoch Huerta"
tt0360486,Constantine,2005,121 min,"Action, Fantasy, Horror",2 wins & 11 nominations,"$75,976,178 ","[{'Source': 'Internet Movie Database', 'Value': '7.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '50/100'}]","English, Filipino, Tagalog",Francis Lawrence,"Keanu Reeves, Rachel Weisz, Djimon Hounsou"
tt0102798,Robin Hood: Prince of Thieves,1991,143 min,"Action, Adventure, Drama",Nominated for 1 Oscar. 16 wins & 24 nominations total,"$165,493,908 ","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '51/100'}]","English, Arabic",Kevin Reynolds,"Kevin Costner, Morgan Freeman, Mary Elizabeth Mastrantonio"
tt0096895,Batman,1989,126 min,"Action, Adventure",Won 1 Oscar. 11 wins & 28 nominations total,"$251,409,241 ","[{'Source': 'Internet Movie Database', 'Value': '7.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '76%'}, {'Source': 'Metacritic', 'Value': '69/100'}]","English, French, Spanish",Tim Burton,"Michael Keaton, Jack Nicholson, Kim Basinger"
tt4154664,Captain Marvel,2019,123 min,"Action, Adventure, Sci-Fi",10 wins & 56 nominations,"$426,829,839 ","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '64/100'}]",English,"Anna Boden, Ryan Fleck","Brie Larson, Samuel L. Jackson, Ben Mendelsohn"
tt0213149,Pearl Harbor,2001,183 min,"Action, Drama, Romance",Won 1 Oscar. 14 wins & 51 nominations total,"$198,542,554 ","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '24%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","English, Japanese, French, Latin, Chinese",Michael Bay,"Ben Affleck, Kate Beckinsale, Josh Hartnett"
tt14513804,Captain America: New World Order,2025,N/A,"Action, Adventure, Sci-Fi",N/A,N/A,[],English,Julius Onah,"Harrison Ford, Tim Blake Nelson, Liv Tyler"
tt2302755,Olympus Has Fallen,2013,119 min,"Action, Thriller",1 win & 5 nominations,"$98,925,640 ","[{'Source': 'Internet Movie Database', 'Value': '6.5/10'}, {'Source': 'Rotten Tomatoes', 'Value': '50%'}, {'Source': 'Metacritic', 'Value': '41/100'}]","English, Korean",Antoine Fuqua,"Gerard Butler, Aaron Eckhart, Morgan Freeman"
tt0434409,V for Vendetta,2005,132 min,"Action, Drama, Sci-Fi",7 wins & 29 nominations,"$70,511,035 ","[{'Source': 'Internet Movie Database', 'Value': '8.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '73%'}, {'Source': 'Metacritic', 'Value': '62/100'}]","English, French, Latin, Spanish",James McTeigue,"Hugo Weaving, Natalie Portman, Rupert Graves"
tt0209163,The Mummy Returns,2001,130 min,"Action, Adventure, Fantasy",6 wins & 19 nominations,"$202,019,785 ","[{'Source': 'Internet Movie Database', 'Value': '6.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '46%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","English, Arabic",Stephen Sommers,"Brendan Fraser, Rachel Weisz, John Hannah"
tt0293429,Mortal Kombat,2021,110 min,"Action, Adventure, Fantasy",4 wins & 10 nominations,"$42,326,031 ","[{'Source': 'Internet Movie Database', 'Value': '6.0/10'}, {'Source': 'Rotten Tomatoes', 'Value': '55%'}, {'Source': 'Metacritic', 'Value': '44/100'}]","English, Japanese, Chinese",Simon McQuoid,"Lewis Tan, Jessica McNamee, Josh Lawson"
tt4172430,13 Hours,2016,144 min,"Action, Drama, History",Nominated for 1 Oscar. 5 nominations total,"$52,853,219 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '51%'}, {'Source': 'Metacritic', 'Value': '48/100'}]","English, Arabic",Michael Bay,"John Krasinski, Pablo Schreiber, James Badge Dale"
tt0079501,Mad Max,1979,88 min,"Action, Adventure, Sci-Fi",6 wins & 8 nominations,"$8,750,000 ","[{'Source': 'Internet Movie Database', 'Value': '6.8/10'}, {'Source': 'Rotten Tomatoes', 'Value': '90%'}, {'Source': 'Metacritic', 'Value': '73/100'}]",English,George Miller,"Mel Gibson, Joanne Samuel, Hugh Keays-Byrne"
tt0088011,Romancing the Stone,1984,106 min,"Action, Adventure, Comedy",Nominated for 1 Oscar. 8 wins & 7 nominations total,"$76,572,238 ","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '86%'}, {'Source': 'Metacritic', 'Value': '63/100'}]","English, Spanish, French",Robert Zemeckis,"Michael Douglas, Kathleen Turner, Danny DeVito"
tt0343818,"I, Robot",2004,115 min,"Action, Mystery, Sci-Fi",Nominated for 1 Oscar. 1 win & 15 nominations total,"$144,801,023 ","[{'Source': 'Internet Movie Database', 'Value': '7.1/10'}, {'Source': 'Metacritic', 'Value': '59/100'}]",English,Alex Proyas,"Will Smith, Bridget Moynahan, Bruce Greenwood"
tt1596343,Fast Five,2011,130 min,"Action, Crime, Thriller",9 wins & 21 nominations,"$209,837,675 ","[{'Source': 'Internet Movie Database', 'Value': '7.3/10'}, {'Source': 'Rotten Tomatoes', 'Value': '78%'}, {'Source': 'Metacritic', 'Value': '66/100'}]","English, Portuguese, Spanish, Italian, French",Justin Lin,"Vin Diesel, Paul Walker, Dwayne Johnson"
tt0099938,Kindergarten Cop,1990,111 min,"Action, Comedy, Crime",4 wins & 1 nomination,"$91,457,688 ","[{'Source': 'Internet Movie Database', 'Value': '6.2/10'}, {'Source': 'Rotten Tomatoes', 'Value': '54%'}, {'Source': 'Metacritic', 'Value': '61/100'}]","English, Spanish, German",Ivan Reitman,"Arnold Schwarzenegger, Penelope Ann Miller, Pamela Reed"
tt2527336,Star Wars: Episode VIII - The Last Jedi,2017,152 min,"Action, Adventure, Fantasy",Nominated for 4 Oscars. 26 wins & 99 nominations total,"$620,181,382 ","[{'Source': 'Internet Movie Database', 'Value': '6.9/10'}, {'Source': 'Rotten Tomatoes', 'Value': '91%'}, {'Source': 'Metacritic', 'Value': '84/100'}]",English,Rian Johnson,"Daisy Ridley, John Boyega, Mark Hamill"
tt1637688,In Time,2011,109 min,"Action, Sci-Fi, Thriller",2 nominations,"$37,520,095 ","[{'Source': 'Internet Movie Database', 'Value': '6.7/10'}, {'Source': 'Rotten Tomatoes', 'Value': '37%'}, {'Source': 'Metacritic', 'Value': '53/100'}]",English,Andrew Niccol,"Justin Timberlake, Amanda Seyfried, Cillian Murphy"
tt0121766,Star Wars: Episode III - Revenge of the Sith,2005,140 min,"Action, Adventure, Fantasy",Nominated for 1 Oscar. 29 wins & 64 nominations total,"$380,270,577 ","[{'Source': 'Internet Movie Database', 'Value': '7.6/10'}, {'Source': 'Rotten Tomatoes', 'Value': '79%'}, {'Source': 'Metacritic', 'Value': '68/100'}]",English,George Lucas,"Hayden Christensen, Natalie Portman, Ewan McGregor"
tt2397535,Predestination,2014,97 min,"Action, Drama, Sci-Fi",12 wins & 20 nominations,"$68,372 ","[{'Source': 'Internet Movie Database', 'Value': '7.4/10'}, {'Source': 'Rotten Tomatoes', 'Value': '85%'}, {'Source': 'Metacritic', 'Value': '69/100'}]",English,"Michael Spierig, Peter Spierig","Ethan Hawke, Sarah Snook, Noah Taylor"
